Singles;ADAMS Bryan / TURNER Tina;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;It's only love;195;;1984
Singles;ADAMS Bryan / TURNER Tina;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;Cuts like a knife;316;;1983
Singles;AEROSMITH;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;Dream on;205;;1973
Singles;AEROSMITH;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;Sweet emotion;189;;1975
Singles;AFRIC SIMONE;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;Ramaya;193;;1975
Singles;AFRIC SIMONE;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;Piranha;165;;1975
Singles;ALBERT Morris;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;Feelings;222;;1975
Singles;ALBERT Morris;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;Ways of fire;226;;1975
Singles;ALBERT Morris;;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;A;1;Feelings (espanol);0;;1975
Singles;ALBERT Morris;;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;B;1;Cristina;0;;1975
Singles;ALBERT Morris;;;;;;;;;;;0;;;1;;true;;false;3;;2;1;;0;A;1;Memories;248;;1976
Singles;ALBERT Morris;;;;;;;;;;;0;;;1;;true;;false;3;;2;1;;0;B;1;She's my girl;175;;1976
45 t;ALBINONI Tomaso;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;Adagio;0;;
45 t;ALBINONI Tomaso;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;Adagio;0;;
33 t;ALLWRIGHT Graeme;;;;;;;;;;;0;;;1;;true;;false;1;;0;0;;0;A;1;L'étranger / Ballade de la désescalade / Viendras-tu avec moi ? / Diamants dans la mine / Joue, joue, joue;0;;
33 t;ALLWRIGHT Graeme;;;;;;;;;;;0;;;1;;true;;false;1;;0;0;;0;B;1;L'homme de l'an passé / Vagabonde / Ne laisse pas partir ta chance / La mer immense / Petites boîtes;0;;
33 t;ALLWRIGHT Graeme;;;;;;;;;;;0;;;1;;true;;false;2;;0;0;;0;A;1;Sacrée bouteille / La plage / Ca, je ne l'ai jamais vu / Johnny / Garde le souvenir / Lover lover lover;0;;
33 t;ALLWRIGHT Graeme;;;;;;;;;;;0;;;1;;true;;false;2;;0;0;;0;B;1;Emmène-moi / Demain sera bien / La petite souris / Let it be / Il faut que je m'en aille;0;;
Singles;ALMOND Marc;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;Something's gotten hold of my heart;281;;1988
Singles;ALMOND Marc;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;Something's gotten hold of my heart;281;;1988
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;This guy 's in love with you;235;;1969
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;B;1;You are my life;203;;1969
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;A;1;This guy 's in love with you;235;;1968
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;2;;2;1;;0;B;1;A quiet tear;143;;1962
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;3;;2;1;;0;A;1;Taste of honey;163;;1965
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;3;;2;1;;0;B;1;3rd man theme;149;;1965
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;4;;2;1;;0;A;1;Casino Royale;155;;1967
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;4;;2;1;;0;B;1;The Wall Street rag;145;;1967
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;5;;2;1;;0;A;1;Keep your eye on me;182;;1987
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;5;;2;1;;0;B;1;Our song;234;;1987
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;6;;2;1;;0;A;1;What now my love;0;;1966
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;6;;2;1;;0;B;1;Mae;0;;1966
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;7;;2;1;;0;A;1;Without her;200;;1969
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;7;;2;1;;0;B;1;Sandbox;200;;1969
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;8;;2;1;;0;A;1;Winter wonderland;142;;1968
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;8;;2;1;;0;B;1;Jingle bell rock;107;;1968
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;9;;2;1;;0;A;1;Acapulco 1922;150;;1962
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;9;;2;1;;0;B;1;The lonely bull;135;;1962
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;10;;2;1;;0;A;1;Flamingo;140;;1966
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;10;;2;1;;0;B;1;So what 's new ?;127;;1966
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;11;;2;1;;0;A;1;Magic man;225;;1981
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;11;;2;1;;0;B;1;Fantasy island;222;;1981
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;12;;2;1;;0;A;1;If I were a rich man;0;;1966
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;12;;2;1;;0;B;1;Magic trumpet;0;;1966
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;13;;2;1;;0;A;1;Cabaret;159;;1968
Singles;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;13;;2;1;;0;B;1;Slick;208;;1968
4 titres;ALPERT Herb;;;;;;;;;;;0;;;1;;true;;false;1;;2;1;;0;A;1;What now my love;0;;
